Term,Course,Section,Course Name,Credits,Capacity,Days,Hours,Room,Professor,Modality
C02,ESPA3102,LK2,BASIC SPANISH II,3,24,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C02,ESPA3102,LK3,BASIC SPANISH II,3,24,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C02,ESPA3102,LM1,BASIC SPANISH II,3,24,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,ESPA3102,LM2,BASIC SPANISH II,3,24,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,ESPA3102,LMS,BASIC SPANISH II,3,24,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,ESPA3102,LN1,BASIC SPANISH II,3,24,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,ESPA3135,KN1,COMPENDIUM SPANISH GRAMMAR,3,20,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,ESPA3135,LM1,COMPENDIUM SPANISH GRAMMAR,3,20,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,ESPA3201,LK1,INTRODUCT LITERARY GENRE I,3,24,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C02,ESPA3202,KH1,INTROD LITERARY GENRE II,3,24,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,ESPA3202,KJ1,INTROD LITERARY GENRE II,3,24,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,ESPA3202,KM1,INTROD LITERARY GENRE II,3,24,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,ESPA3202,LH1,INTROD LITERARY GENRE II,3,24,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,ESPA3202,LJ1,INTROD LITERARY GENRE II,3,24,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,ESPA3202,LM1,INTROD LITERARY GENRE II,3,24,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,ESPA3212,LJ1,INTROD SPANISH LITERAT II,3,24,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,ESPA3331,LH1,CRIT THOUG ARG EDIT I,3,20,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,ESTA3001,EL1,BUSINESS STATISTICS I,3,20,,,TBA,TBA,(D) - Distance
C02,ESTA3002,EL1,BUSINESS STATISTICS II,3,20,,,TBA,TBA,(D) - Distance
C02,ESTA3002,KG1,BUSINESS STATISTICS II,3,20,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,ESTA3002,KH1,BUSINESS STATISTICS II,3,24,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,ESTA3002,LG1,BUSINESS STATISTICS II,3,18,MW,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,ESTA3002,LH1,BUSINESS STATISTICS II,3,24,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,ESTA3002,LK1,BUSINESS STATISTICS II,3,24,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C02,ESTA3002,LN1,BUSINESS STATISTICS II,3,20,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,FILO3001,LH1,INTRODUCTION PHILOSOPHY I,3,24,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,FILO3001,LJ1,INTRODUCTION PHILOSOPHY I,3,24,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,FILO3178,LJ1,BUSINESS ETHICS,3,24,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,FILO4028,VJ1,BIOETHICS,3,25,F,10:00 am - 12:50 pm,TBA,TBA,(P) - Presencial
C02,FINA3005,KH1,INTROD TO INSURANCE,3,20,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,FINA3005,LH1,INTROD TO INSURANCE,3,24,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,FINA3106,MR1,FINANCIAL MANAGEMENT,3,20,W,6:00 pm - 8:50 pm,TBA,TBA,(P) - Presencial
C02,FINA3107,KH1,FINANCIAL MKTS & INSTITUT,3,24,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,FINA3107,KJ1,FINANCIAL MKTS & INSTITUT,3,20,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,FINA3107,KM1,FINANCIAL MKTS & INSTITUT,3,20,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,FINA3107,LK1,FINANCIAL MKTS & INSTITUT,3,24,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C02,FINA3107,LN1,FINANCIAL MKTS & INSTITUT,3,24,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,FINA3107,MR1,FINANCIAL MKTS & INSTITUT,3,24,W,6:00 pm - 8:50 pm,TBA,TBA,(P) - Presencial
C02,FINA4016,KG1,REAL ESTATES,3,18,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,FINA4016,LH1,REAL ESTATES,3,18,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,FINA4040,EI1,CURRENT TRENDS IN FINANCE,3,1,,,TBA,TBA,(D) - Distance
C02,FINA4040,KM1,CURRENT TRENDS IN FINANCE,3,24,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,FINA4065,LM1,SMALL BUS FINANCE,3,18,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,FINA4125,LM1,INTER FINANCIAL MANAGEMENT,3,24,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,FINA4995,VM1,FINANCE INTERNSHIP,1,9,,,TBA,TBA,(P) - Presencial
C02,FISI1001,MM1,TECHNICAL PHISIC I,3,24,W,1:30 pm - 4:20 pm,TBA,TBA,(P) - Presencial
C02,FISI1002,LM1,TECHNICAL  PHYSICS LAB I,1,16,M,1:30 pm - 4:20 pm,TBA,TBA,(P) - Presencial
C02,FISI3012,KG1,UNIVERSITY PHYSICS II,3,24,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,FISI3012,KG2,UNIVERSITY PHYSICS II,3,24,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,FISI3012,KH1,UNIVERSITY PHYSICS II,3,24,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,FISI3012,KJ1,UNIVERSITY PHYSICS II,3,24,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,FISI3012,KM1,UNIVERSITY PHYSICS II,3,24,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,FISI3012,LJ1,UNIVERSITY PHYSICS II,3,24,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,FISI3012,LM1,UNIVERSITY PHYSICS II,3,24,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,FISI3014,JH1,UNIVERSITY PHYSICS LAB II,1,14,Th,8:30 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,FISI3014,JM1,UNIVERSITY PHYSICS LAB II,1,14,Th,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,FISI3014,KH1,UNIVERSITY PHYSICS LAB II,1,14,Tu,8:30 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,FISI3014,KH2,UNIVERSITY PHYSICS LAB II,1,14,Tu,8:30 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,FISI3014,KM1,UNIVERSITY PHYSICS LAB II,1,14,Tu,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,FISI3014,LG1,UNIVERSITY PHYSICS LAB II,1,14,M,7:00 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,FISI3014,MG1,UNIVERSITY PHYSICS LAB II,1,14,W,7:00 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,FISI3014,MJ1,UNIVERSITY PHYSICS LAB II,1,14,W,10:00 am - 12:50 pm,TBA,TBA,(P) - Presencial
C02,FISI3014,MM1,UNIVERSITY PHYSICS LAB II,1,14,W,1:30 pm - 4:20 pm,TBA,TBA,(P) - Presencial
C02,FISI3014,VG1,UNIVERSITY PHYSICS LAB II,1,14,F,7:00 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,FISI3014,VJ1,UNIVERSITY PHYSICS LAB II,1,14,F,10:00 am - 12:50 pm,TBA,TBA,(P) - Presencial
C02,FISI3014,VM1,UNIVERSITY PHYSICS LAB II,1,14,F,1:30 pm - 4:20 pm,TBA,TBA,(P) - Presencial
C02,FISI3171,KO1,PHYSICS I FOR ENGINEERING,4,24,TuTh,3:00 pm - 4:50 pm3:00 pm - 4:50 pm,TBA,TBA,(P) - Presencial
C02,FISI3172,KI1,PHYSICS II FOR ENGINEERING,4,24,TuTh,9:00 am - 10:50 am9:00 am - 10:50 am,TBA,TBA,(P) - Presencial
C02,FISI3172,LG1,PHYSICS II FOR ENGINEERING,4,24,MW,7:00 am - 8:50 am7:00 am - 8:50 am,TBA,TBA,(P) - Presencial
C02,FISI3172,LG2,PHYSICS II FOR ENGINEERING,4,24,MW,7:00 am - 8:50 am7:00 am - 8:50 am,TBA,TBA,(P) - Presencial
C02,FISI3173,VJ1,PHYSICS I LABORATORY,1,14,F,10:30 am - 1:20 pm,TBA,TBA,(P) - Presencial
C02,FISI3174,KM1,PHYSICS II LABORATORY,1,14,Tu,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,FISI3174,LI1,PHYSICS II LABORATORY,1,14,M,9:30 am - 12:20 pm,TBA,TBA,(P) - Presencial
C02,FISI3174,VG1,PHYSICS II LABORATORY,1,14,F,7:00 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,FISI3174,VM1,PHYSICS II LABORATORY,1,14,F,1:30 pm - 4:20 pm,TBA,TBA,(P) - Presencial
C02,GEMA3006,LM1,INVENTORY SYSTEM PLANNING,3,20,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,GEMA3011,LP1,TOTAL QUALITY MANAGEMENT,3,20,MW,4:00 pm - 5:20 pm4:00 pm - 5:20 pm,TBA,TBA,(P) - Presencial
C02,GEMA3035,KN1,MATL RQMT PLANNING AND CAP,3,20,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,GEMA3102,LN1,PHYSICAL AND DIST MGT II,3,20,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,GEMA3109,LH1,PROJECT MANAGEMENT,3,16,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,GEMA3111,LG1,INT INF TECH FOR MATS MGT,3,15,MW,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,GEMA3111,LJ1,INT INF TECH FOR MATS MGT,3,15,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,GEMA3112,KG1,LAB INT INF TECHNOLOGIES,1,15,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,GEMA3112,VI1,LAB INT INF TECHNOLOGIES,1,15,F,9:00 am - 11:50 am,TBA,TBA,(P) - Presencial
C02,GEMA3206,KM1,ORG AND IND SAFETY,3,16,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,GEMA4001,VH1,ECONOMIC ANALYSIS,3,20,F,8:30 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,GEMA4050,VM1,INT RES & DES EXPERIMENTS,3,20,F,1:00 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,GEMA4120,KJ1,PROJECT IN INDUSTRY,3,12,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,GEMA4120,KP1,PROJECT IN INDUSTRY,3,12,TuTh,4:00 pm - 5:20 pm4:00 pm - 5:20 pm,TBA,TBA,(P) - Presencial
C02,GEOG3155,KH1,ELEMENTS OF GEOGRAPHY,3,24,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,GEOP4315,JR1,PRODUCTION OPER MANAGEMENT,3,24,Th,6:00 pm - 8:50 pm,TBA,TBA,(P) - Presencial
C02,HART3192,KJ1,WESTERN ART II,3,24,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,HIST3115,EL1,UNITED STATES HIST (COMP),3,20,,,TBA,TBA,(D) - Distance
C02,HIST3115,KN1,UNITED STATES HIST (COMP),3,24,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,HIST3115,LJ1,UNITED STATES HIST (COMP),3,24,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,HIST3241,EL1,HISTORY  OF PUERTO RICO I,3,20,,,TBA,TBA,(D) - Distance
C02,HIST3242,EL1,HISTORY OF PUERTO RICO II,3,20,,,TBA,TBA,(D) - Distance
C02,HIST3242,EL2,HISTORY OF PUERTO RICO II,3,20,,,TBA,TBA,(P) - Presencial
C02,HIST3242,KG1,HISTORY OF PUERTO RICO II,3,24,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,HIST3242,KH1,HISTORY OF PUERTO RICO II,3,24,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,HIST3242,KJ1,HISTORY OF PUERTO RICO II,3,24,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,HIST3242,KM1,HISTORY OF PUERTO RICO II,3,24,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,HIST3242,LH1,HISTORY OF PUERTO RICO II,3,24,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,HIST3242,LJ1,HISTORY OF PUERTO RICO II,3,24,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,HIST3242,LM1,HISTORY OF PUERTO RICO II,3,24,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,HIST3245,EL1,HIST OF PUERTO RICO (COMP),3,20,,,TBA,TBA,(D) - Distance
C02,HIST3245,EL2,HIST OF PUERTO RICO (COMP),3,20,,,TBA,TBA,(P) - Presencial
C02,HIST3245,KJ1,HIST OF PUERTO RICO (COMP),3,24,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,HIST3245,LG1,HIST OF PUERTO RICO (COMP),3,24,MW,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,HIST3245,LN1,HIST OF PUERTO RICO (COMP),3,24,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,HUMA3101,MR1,WESTERN CULTURE I,3,24,W,6:00 pm - 8:50 pm,TBA,TBA,(P) - Presencial
C02,HUMA3102,KH1,WESTERN CULTURE II,3,24,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,HUMA3102,KM1,WESTERN CULTURE II,3,24,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,HUMA3102,LH1,WESTERN CULTURE II,3,24,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,HUMA3102,LK1,WESTERN CULTURE II,3,24,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C02,HUMA3102,LM1,WESTERN CULTURE II,3,24,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,HUMA3111,EL1,COMPEN WEST CULTURE I II,3,20,,,TBA,TBA,(D) - Distance
C02,HUMA3111,EL2,COMPEN WEST CULTURE I II,3,20,,,TBA,TBA,(P) - Presencial
C02,HUMA3111,EL3,COMPEN WEST CULTURE I II,3,20,,,TBA,TBA,(P) - Presencial
C02,HUMA3112,EL1,COMPEND WEST CULT III IV,3,20,,,TBA,TBA,(D) - Distance
C02,HUMA3112,EL2,COMPEND WEST CULT III IV,3,20,,,TBA,TBA,(P) - Presencial
C02,HUMA3112,EL3,COMPEND WEST CULT III IV,3,20,,,TBA,TBA,(P) - Presencial
C02,HUMA3112,KG1,COMPEND WEST CULT III IV,3,24,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,HUMA3112,KG2,COMPEND WEST CULT III IV,3,24,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,HUMA3112,KH1,COMPEND WEST CULT III IV,3,24,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,HUMA3112,KJ1,COMPEND WEST CULT III IV,3,24,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,HUMA3112,KM1,COMPEND WEST CULT III IV,3,24,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,HUMA3112,KN1,COMPEND WEST CULT III IV,3,24,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,HUMA3112,LG1,COMPEND WEST CULT III IV,3,24,MW,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,HUMA3112,LG2,COMPEND WEST CULT III IV,3,24,MW,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,HUMA3112,LH1,COMPEND WEST CULT III IV,3,24,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,HUMA3112,LH2,COMPEND WEST CULT III IV,3,24,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,HUMA3112,LK1,COMPEND WEST CULT III IV,3,24,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C02,HUMA3112,LM1,COMPEND WEST CULT III IV,3,24,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,HUMA3112,LN1,COMPEND WEST CULT III IV,3,24,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,HUMA3112,LN2,COMPEND WEST CULT III IV,3,24,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,INCO3004,JR1,BUSINESS ENGLISH DOCUMENTS,3,24,Th,6:00 pm - 8:50 pm,TBA,TBA,(P) - Presencial
C02,INCO3006,KG1,BUSINESS COMMUNICATION II,3,24,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,INCO4009,JR1,REDACINVEST INFOR ING COM,3,24,Th,6:00 pm - 8:50 pm,TBA,TBA,(P) - Presencial
C02,INCO4009,KH1,REDACINVEST INFOR ING COM,3,24,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,INCO4009,KJ1,REDACINVEST INFOR ING COM,3,24,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,INCO4009,KM1,REDACINVEST INFOR ING COM,3,24,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,INCO4009,LM1,REDACINVEST INFOR ING COM,3,24,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,INCO4009,LN1,REDACINVEST INFOR ING COM,3,24,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,INCO4009,MR1,REDACINVEST INFOR ING COM,3,24,W,6:00 pm - 8:50 pm,TBA,TBA,(P) - Presencial
C02,INCO4015,KJ1,CONVERSATIONAL ENGLISH,3,24,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,INCO4015,LJ1,CONVERSATIONAL ENGLISH,3,24,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,INCO4025,KJ1,TECHNICAL REPORT WRITING,3,24,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,INGE3011,KM1,ENGINEERING GRAPHICS I,2,16,TuTh,1:00 pm - 2:50 pm1:00 pm - 2:50 pm,TBA,TBA,(P) - Presencial
C02,INGE3012,KP1,ENGINEERING GRAPHICS II,2,15,TuTh,4:00 pm - 5:50 pm4:00 pm - 5:50 pm,TBA,TBA,(P) - Presencial
C02,INGE3012,LI1,ENGINEERING GRAPHICS II,2,18,MW,9:00 am - 10:50 am9:00 am - 10:50 am,TBA,TBA,(P) - Presencial
C02,INGE3016,LK1,ALGORITH COMPUTER PROGRAMM,3,17,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C02,INGE3032,KG1,ENGINEER MECHANICS DYNAMIC,3,15,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,INGE3045,LJ1,MATERIAL SCIENCE ELEC ENGI,3,20,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,INGL3012,KG1,HONORS ENGLISH II,3,24,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,INGL3012,KJ1,HONORS ENGLISH II,3,24,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,INGL3101,JR1,BASIC ENGLISH I,3,24,Th,6:00 pm - 8:50 pm,TBA,TBA,(P) - Presencial
C02,INGL3102,KG1,BASIC ENGLISH II,3,24,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,INGL3102,KH1,BASIC ENGLISH II,3,24,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,INGL3102,KHS,BASIC ENGLISH II,3,24,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,INGL3102,KJ1,BASIC ENGLISH II,3,24,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,INGL3102,KJS,BASIC ENGLISH II,3,24,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,INGL3102,KM1,BASIC ENGLISH II,3,24,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,INGL3102,KN1,BASIC ENGLISH II,3,24,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,INGL3102,KN2,BASIC ENGLISH II,3,24,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,INGL3102,KP1,BASIC ENGLISH II,3,24,TuTh,4:00 pm - 5:20 pm4:00 pm - 5:20 pm,TBA,TBA,(P) - Presencial
C02,INGL3102,LG1,BASIC ENGLISH II,3,24,MW,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,INGL3102,LH1,BASIC ENGLISH II,3,24,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,INGL3102,LHS,BASIC ENGLISH II,3,24,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,INGL3102,LJ1,BASIC ENGLISH II,3,24,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,INGL3102,LK1,BASIC ENGLISH II,3,24,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C02,INGL3102,LK2,BASIC ENGLISH II,3,24,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C02,INGL3102,LM1,BASIC ENGLISH II,3,24,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,INGL3102,LN1,BASIC ENGLISH II,3,24,MW,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,INGL3102,LP1,BASIC ENGLISH II,3,24,MW,4:00 pm - 5:20 pm4:00 pm - 5:20 pm,TBA,TBA,(P) - Presencial
C02,INGL3104,KG1,INTERMEDIATE ENGLISH II,3,24,TuTh,7:00 am - 8:20 am7:00 am - 8:20 am,TBA,TBA,(P) - Presencial
C02,INGL3104,KH1,INTERMEDIATE ENGLISH II,3,24,TuTh,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,INGL3104,KJ1,INTERMEDIATE ENGLISH II,3,24,TuTh,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,INGL3104,KM1,INTERMEDIATE ENGLISH II,3,24,TuTh,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
C02,INGL3104,KN1,INTERMEDIATE ENGLISH II,3,24,TuTh,2:30 pm - 3:50 pm2:30 pm - 3:50 pm,TBA,TBA,(P) - Presencial
C02,INGL3104,LH1,INTERMEDIATE ENGLISH II,3,24,MW,8:30 am - 9:50 am8:30 am - 9:50 am,TBA,TBA,(P) - Presencial
C02,INGL3104,LJ1,INTERMEDIATE ENGLISH II,3,24,MW,10:00 am - 11:20 am10:00 am - 11:20 am,TBA,TBA,(P) - Presencial
C02,INGL3104,LK1,INTERMEDIATE ENGLISH II,3,24,MW,11:30 am - 12:50 pm11:30 am - 12:50 pm,TBA,TBA,(P) - Presencial
C02,INGL3104,LM1,INTERMEDIATE ENGLISH II,3,24,MW,1:00 pm - 2:20 pm1:00 pm - 2:20 pm,TBA,TBA,(P) - Presencial
